source_row_id,candidate_inscription_crosswalk_id,yingguo_ref_id,period_label,original_group_number,source_section_key,source_section_label_en,source_section_label_zh,declared_count,observed_section_row_count,count_reconciliation_status,source_note
558,cam-hopkins-crosswalk-000558,y2567,V,8,period-v-group-8,Period V Group 8,第 V 期第 8 组,,21,source_section_has_no_declared_count,
559,cam-hopkins-crosswalk-000559,y2571,V,12,period-v-group-12,Period V Group 12,第 V 期第 12 组,12,12,declared_count_matches_observed_rows,
560,cam-hopkins-crosswalk-000560,y2572,V,12,period-v-group-12,Period V Group 12,第 V 期第 12 组,12,12,declared_count_matches_observed_rows,
561,cam-hopkins-crosswalk-000561,y2573,V,12,period-v-group-12,Period V Group 12,第 V 期第 12 组,12,12,declared_count_matches_observed_rows,
562,cam-hopkins-crosswalk-000562,y2574,V,12,period-v-group-12,Period V Group 12,第 V 期第 12 组,12,12,declared_count_matches_observed_rows,
563,cam-hopkins-crosswalk-000563,y2576,V,12,period-v-group-12,Period V Group 12,第 V 期第 12 组,12,12,declared_count_matches_observed_rows,
564,cam-hopkins-crosswalk-000564,y2577,V,12,period-v-group-12,Period V Group 12,第 V 期第 12 组,12,12,declared_count_matches_observed_rows,
565,cam-hopkins-crosswalk-000565,y2578,V,12,period-v-group-12,Period V Group 12,第 V 期第 12 组,12,12,declared_count_matches_observed_rows,
566,cam-hopkins-crosswalk-000566,y2581,V,12,period-v-group-12,Period V Group 12,第 V 期第 12 组,12,12,declared_count_matches_observed_rows,
567,cam-hopkins-crosswalk-000567,y2582,V,12,period-v-group-12,Period V Group 12,第 V 期第 12 组,12,12,declared_count_matches_observed_rows,
568,cam-hopkins-crosswalk-000568,y2583,V,12,period-v-group-12,Period V Group 12,第 V 期第 12 组,12,12,declared_count_matches_observed_rows,
569,cam-hopkins-crosswalk-000569,y2586,V,12,period-v-group-12,Period V Group 12,第 V 期第 12 组,12,12,declared_count_matches_observed_rows,
570,cam-hopkins-crosswalk-000570,y2587,V,12,period-v-group-12,Period V Group 12,第 V 期第 12 组,12,12,declared_count_matches_observed_rows,
571,cam-hopkins-crosswalk-000571,y2589,V,13,period-v-group-13,Period V Group 13,第 V 期第 13 组,4,4,declared_count_matches_observed_rows,
572,cam-hopkins-crosswalk-000572,y2590,V,13,period-v-group-13,Period V Group 13,第 V 期第 13 组,4,4,declared_count_matches_observed_rows,
573,cam-hopkins-crosswalk-000573,y2592,V,13,period-v-group-13,Period V Group 13,第 V 期第 13 组,4,4,declared_count_matches_observed_rows,
574,cam-hopkins-crosswalk-000574,y2593,V,13,period-v-group-13,Period V Group 13,第 V 期第 13 组,4,4,declared_count_matches_observed_rows,
575,cam-hopkins-crosswalk-000575,y2605,V,17,period-v-group-17,Period V Group 17,第 V 期第 17 组,2,2,declared_count_matches_observed_rows,
576,cam-hopkins-crosswalk-000576,y2610,V,17,period-v-group-17,Period V Group 17,第 V 期第 17 组,2,2,declared_count_matches_observed_rows,
577,cam-hopkins-crosswalk-000577,y2613,V,18,period-v-group-18,Period V Group 18,第 V 期第 18 组,1,1,declared_count_matches_observed_rows,
578,cam-hopkins-crosswalk-000578,y2615,V,19,period-v-group-19,Period V Group 19,第 V 期第 19 组,30,30,declared_count_matches_observed_rows,
579,cam-hopkins-crosswalk-000579,y2622,V,19,period-v-group-19,Period V Group 19,第 V 期第 19 组,30,30,declared_count_matches_observed_rows,
580,cam-hopkins-crosswalk-000580,y2624,V,19,period-v-group-19,Period V Group 19,第 V 期第 19 组,30,30,declared_count_matches_observed_rows,
581,cam-hopkins-crosswalk-000581,y2627,V,19,period-v-group-19,Period V Group 19,第 V 期第 19 组,30,30,declared_count_matches_observed_rows,matches J37970+J37974 (ibid.)
582,cam-hopkins-crosswalk-000582,y2628,V,19,period-v-group-19,Period V Group 19,第 V 期第 19 组,30,30,declared_count_matches_observed_rows,
583,cam-hopkins-crosswalk-000583,y2629,V,19,period-v-group-19,Period V Group 19,第 V 期第 19 组,30,30,declared_count_matches_observed_rows,
584,cam-hopkins-crosswalk-000584,y2633,V,19,period-v-group-19,Period V Group 19,第 V 期第 19 组,30,30,declared_count_matches_observed_rows,matches J2630+J2632 (ibid.)
585,cam-hopkins-crosswalk-000585,y2634,V,19,period-v-group-19,Period V Group 19,第 V 期第 19 组,30,30,declared_count_matches_observed_rows,
586,cam-hopkins-crosswalk-000586,y2635,V,19,period-v-group-19,Period V Group 19,第 V 期第 19 组,30,30,declared_count_matches_observed_rows,
587,cam-hopkins-crosswalk-000587,y2636,V,19,period-v-group-19,Period V Group 19,第 V 期第 19 组,30,30,declared_count_matches_observed_rows,
588,cam-hopkins-crosswalk-000588,y2637,V,19,period-v-group-19,Period V Group 19,第 V 期第 19 组,30,30,declared_count_matches_observed_rows,
589,cam-hopkins-crosswalk-000589,y2638,V,19,period-v-group-19,Period V Group 19,第 V 期第 19 组,30,30,declared_count_matches_observed_rows,
590,cam-hopkins-crosswalk-000590,y2639,V,19,period-v-group-19,Period V Group 19,第 V 期第 19 组,30,30,declared_count_matches_observed_rows,
591,cam-hopkins-crosswalk-000591,y2640,V,19,period-v-group-19,Period V Group 19,第 V 期第 19 组,30,30,declared_count_matches_observed_rows,
592,cam-hopkins-crosswalk-000592,y2641,V,19,period-v-group-19,Period V Group 19,第 V 期第 19 组,30,30,declared_count_matches_observed_rows,
593,cam-hopkins-crosswalk-000593,y2642,V,19,period-v-group-19,Period V Group 19,第 V 期第 19 组,30,30,declared_count_matches_observed_rows,
594,cam-hopkins-crosswalk-000594,y2643,V,19,period-v-group-19,Period V Group 19,第 V 期第 19 组,30,30,declared_count_matches_observed_rows,
595,cam-hopkins-crosswalk-000595,y2646,V,19,period-v-group-19,Period V Group 19,第 V 期第 19 组,30,30,declared_count_matches_observed_rows,
596,cam-hopkins-crosswalk-000596,y2647,V,19,period-v-group-19,Period V Group 19,第 V 期第 19 组,30,30,declared_count_matches_observed_rows,
597,cam-hopkins-crosswalk-000597,y2648,V,19,period-v-group-19,Period V Group 19,第 V 期第 19 组,30,30,declared_count_matches_observed_rows,
598,cam-hopkins-crosswalk-000598,y2649,V,19,period-v-group-19,Period V Group 19,第 V 期第 19 组,30,30,declared_count_matches_observed_rows,
599,cam-hopkins-crosswalk-000599,y2651,V,19,period-v-group-19,Period V Group 19,第 V 期第 19 组,30,30,declared_count_matches_observed_rows,
600,cam-hopkins-crosswalk-000600,y2654,V,19,period-v-group-19,Period V Group 19,第 V 期第 19 组,30,30,declared_count_matches_observed_rows,
601,cam-hopkins-crosswalk-000601,y2655,V,19,period-v-group-19,Period V Group 19,第 V 期第 19 组,30,30,declared_count_matches_observed_rows,
602,cam-hopkins-crosswalk-000602,y2656,V,19,period-v-group-19,Period V Group 19,第 V 期第 19 组,30,30,declared_count_matches_observed_rows,
603,cam-hopkins-crosswalk-000603,y2659,V,19,period-v-group-19,Period V Group 19,第 V 期第 19 组,30,30,declared_count_matches_observed_rows,
604,cam-hopkins-crosswalk-000604,y2663,V,19,period-v-group-19,Period V Group 19,第 V 期第 19 组,30,30,declared_count_matches_observed_rows,
605,cam-hopkins-crosswalk-000605,y2664,V,19,period-v-group-19,Period V Group 19,第 V 期第 19 组,30,30,declared_count_matches_observed_rows,
606,cam-hopkins-crosswalk-000606,y2666,V,19,period-v-group-19,Period V Group 19,第 V 期第 19 组,30,30,declared_count_matches_observed_rows,
607,cam-hopkins-crosswalk-000607,y2667,V,19,period-v-group-19,Period V Group 19,第 V 期第 19 组,30,30,declared_count_matches_observed_rows,
608,cam-hopkins-crosswalk-000608,y2673,V,20,period-v-group-20,Period V Group 20,第 V 期第 20 组,1,1,declared_count_matches_observed_rows,
609,cam-hopkins-crosswalk-000609,ybu01,unclassified,unclassified,unclassified,Unclassified,未分类（原页标签）,,4,source_section_has_no_declared_count,
610,cam-hopkins-crosswalk-000610,ybu02,unclassified,unclassified,unclassified,Unclassified,未分类（原页标签）,,4,source_section_has_no_declared_count,
611,cam-hopkins-crosswalk-000611,ybu03,unclassified,unclassified,unclassified,Unclassified,未分类（原页标签）,,4,source_section_has_no_declared_count,
612,cam-hopkins-crosswalk-000612,ybu04,unclassified,unclassified,unclassified,Unclassified,未分类（原页标签）,,4,source_section_has_no_declared_count,
